Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
53,41000,2,600.0,3,0,0,1,0,0,0
51,132000,1,300.0,1,0,0,0,0,1,0
25,43000,3,2400.0,2,176000,0,0,0,1,0
44,131000,1,4900.0,3,0,1,0,0,1,0
31,11000,1,400.0,2,76000,0,0,0,0,1
57,21000,1,300.0,3,117000,0,0,0,0,0
25,109000,4,2300.0,3,314000,0,0,0,1,0
30,141000,2,4330.0,1,0,0,0,0,0,0
40,81000,3,100.0,1,0,0,0,0,1,0
63,54000,3,2400.0,1,90000,0,0,0,0,1
35,164000,2,7800.0,1,0,0,0,0,1,0
43,28000,4,300.0,1,87000,0,0,0,0,0
27,68000,3,2600.0,3,203000,0,1,0,0,0
44,44000,3,2000.0,3,180000,0,1,1,1,1
49,61000,1,1400.0,3,0,0,0,0,1,1
61,35000,3,1300.0,2,0,0,0,0,0,1
60,54000,3,300.0,2,0,0,0,0,1,1
59,14000,1,100.0,1,0,0,0,0,1,1
28,52000,4,2200.0,1,230000,0,0,0,1,0
52,101000,2,300.0,1,0,0,0,0,0,0
28,149000,2,7200.0,1,0,0,0,0,1,0
34,35000,4,800.0,1,137000,0,0,1,1,1
60,21000,3,300.0,3,129000,0,0,0,1,0
39,118000,2,1900.0,1,0,0,0,0,0,1
30,38000,4,2000.0,2,0,0,1,0,0,0
49,24000,4,200.0,1,138000,0,0,0,1,0
43,59000,1,3700.0,3,0,0,0,0,1,0
63,41000,4,1670.0,3,0,0,0,0,1,0
28,85000,1,800.0,2,0,0,0,0,1,1
51,12000,4,1000.0,1,0,0,0,0,1,0
33,32000,1,600.0,3,152000,0,0,0,0,0
55,79000,3,800.0,1,0,0,0,0,1,0
53,175000,3,3600.0,3,0,1,0,1,1,1
34,28000,3,900.0,1,0,0,0,0,0,0
34,41000,2,100.0,1,161000,0,0,0,1,1
40,70000,3,2100.0,1,185000,0,0,0,0,0
49,161000,3,6500.0,2,485000,1,1,1,0,0
35,53000,4,2200.0,2,0,0,0,0,1,0
39,128000,1,3400.0,1,0,0,0,0,0,0
55,50000,3,1000.0,2,0,0,0,0,1,1
29,80000,2,2000.0,2,0,0,0,0,1,1
54,93000,1,2700.0,2,0,0,0,0,1,0
25,48000,3,300.0,3,0,0,0,0,0,1
52,149000,2,6800.0,1,0,0,0,0,1,0
46,49000,3,2500.0,2,0,0,0,0,1,1
57,88000,1,2700.0,2,0,0,0,0,1,0
52,22000,4,400.0,3,0,0,0,0,1,1
28,55000,4,2200.0,1,0,0,0,0,1,1
44,72000,1,700.0,3,155000,0,0,0,0,0
24,38000,2,1700.0,2,0,0,0,0,1,0
40,114000,1,3400.0,1,300000,0,0,0,1,0
34,83000,4,4000.0,3,0,0,0,0,1,0
39,101000,2,400.0,1,0,0,0,0,1,1
50,94000,1,4900.0,1,272000,0,0,0,1,0
41,40000,2,2500.0,1,0,0,0,1,1,1
31,128000,1,6000.0,1,0,0,0,0,0,0
29,39000,4,2100.0,3,0,0,0,0,1,0
30,51000,1,1000.0,1,0,0,0,0,1,0
44,79000,4,2000.0,3,0,0,1,1,1,1
33,48000,4,2200.0,2,0,0,0,0,1,0
50,85000,1,0.0,1,144000,0,0,0,0,0
42,41000,1,1800.0,1,94000,0,0,0,1,0
48,152000,1,3500.0,3,0,1,0,0,1,0
24,125000,2,7200.0,1,0,0,1,0,0,1
56,11000,2,200.0,3,90000,0,0,0,0,0
28,103000,2,2500.0,1,0,0,0,0,1,1
56,141000,2,500.0,1,0,0,0,0,1,0
58,38000,1,1400.0,1,0,0,0,0,1,1
29,135000,2,600.0,1,0,0,0,0,0,0
63,28000,2,500.0,2,89000,0,0,0,1,0
28,70000,4,2200.0,1,240000,0,0,0,0,1
57,41000,1,200.0,1,0,0,0,0,1,1
34,81000,3,900.0,2,208000,0,0,0,1,0
28,170000,1,100.0,3,0,1,0,0,0,0
27,55000,4,1700.0,2,0,0,0,0,1,0
37,24000,4,1500.0,3,0,0,0,0,0,0
52,81000,3,1800.0,2,275000,0,0,0,0,0
49,32000,4,1800.0,1,83000,0,0,0,0,0
65,129000,1,1300.0,1,0,0,0,0,1,1
60,108000,1,900.0,1,0,0,1,0,0,0
37,180000,1,8600.0,1,0,0,0,0,1,1
63,139000,2,6900.0,1,0,0,0,0,0,0
40,33000,2,1400.0,3,0,0,0,0,1,1
46,74000,4,2600.0,3,0,0,0,0,1,0
63,42000,2,700.0,3,115000,0,0,0,1,0
57,73000,1,3000.0,3,0,0,0,0,0,0
33,115000,4,2900.0,2,0,1,0,0,1,0
41,114000,2,1800.0,2,0,0,0,0,1,0
41,92000,2,1900.0,1,131000,0,0,0,1,0
44,34000,1,300.0,3,78000,0,0,0,1,0
33,54000,2,1670.0,2,122000,0,0,0,1,0
52,64000,2,1000.0,3,211000,0,0,0,1,0
30,42000,1,200.0,3,100000,0,0,0,0,1
45,70000,3,2100.0,1,0,0,0,0,1,0
49,51000,1,1300.0,2,0,0,0,0,0,0
45,71000,4,2900.0,1,218000,0,0,1,1,1
32,35000,3,1300.0,1,108000,0,0,0,0,1
45,40000,3,1000.0,2,0,0,0,0,1,0
57,165000,4,2700.0,3,0,1,0,0,1,0
61,18000,1,1500.0,3,0,0,0,0,1,1
57,32000,3,1400.0,1,0,0,1,1,1,1
60,35000,3,200.0,1,169000,0,0,0,1,0
40,120000,2,6100.0,1,196000,0,0,0,1,0
53,31000,4,100.0,3,0,0,0,0,1,0
42,35000,3,1500.0,1,0,0,0,0,0,0
62,32000,2,200.0,3,0,0,0,0,1,1
43,85000,1,3700.0,3,327000,0,1,0,1,0
35,139000,2,7800.0,1,0,0,0,0,0,0
50,103000,1,300.0,1,0,0,0,0,1,0
45,152000,2,1400.0,1,0,0,0,0,1,0
52,33000,2,2000.0,2,0,0,0,0,1,0
35,84000,4,2200.0,2,322000,0,0,0,0,0
58,61000,4,1700.0,1,0,0,0,0,0,0
62,64000,4,2200.0,1,123000,0,1,1,1,1
50,34000,1,1300.0,2,0,0,0,0,1,0
25,82000,4,2100.0,3,0,0,0,0,1,0
47,122000,1,5100.0,3,163000,1,1,0,0,0
28,58000,3,1500.0,1,131000,0,0,0,0,0
34,92000,1,2800.0,1,0,0,0,0,1,0
49,78000,2,2400.0,2,205000,0,0,0,0,1
54,129000,4,4200.0,3,0,1,0,0,0,0
50,13000,2,700.0,3,0,0,0,0,0,0
37,81000,1,2800.0,3,145000,0,0,0,0,0
38,23000,1,670.0,3,0,0,0,0,0,0
52,35000,3,900.0,3,0,0,0,0,0,0
63,79000,4,1700.0,2,0,0,0,0,1,1
39,165000,2,3300.0,1,0,0,0,0,1,0
63,52000,2,2800.0,1,0,0,0,0,1,0
65,185000,3,2000.0,2,0,1,0,0,0,0
46,49000,3,2200.0,2,0,0,0,0,0,0
54,64000,1,1800.0,3,227000,0,0,0,0,1
54,61000,4,2000.0,3,0,0,1,0,1,0
52,112000,1,2400.0,1,0,0,1,1,1,1
63,72000,3,2000.0,3,190000,0,1,0,1,0
66,18000,3,500.0,1,0,0,0,0,0,0
56,41000,4,2500.0,2,0,0,0,0,0,0
23,61000,4,2600.0,1,239000,0,0,0,1,0
65,105000,1,3000.0,2,282000,1,1,1,1,0
51,23000,1,200.0,1,0,0,0,0,1,0
34,22000,1,500.0,3,85000,0,0,0,0,0
49,59000,3,2100.0,1,0,0,0,0,0,0
29,33000,1,2000.0,2,160000,0,0,0,0,0
47,11000,1,900.0,3,103000,0,0,0,0,1
46,204000,2,2800.0,1,0,0,0,0,1,0
52,61000,4,1800.0,3,207000,0,0,0,0,0
55,103000,3,1800.0,2,364000,0,0,0,0,0
61,51000,3,1500.0,1,0,0,0,0,0,1
34,164000,1,6000.0,3,0,1,0,0,1,0
58,12000,1,100.0,2,0,0,0,0,0,1
40,82000,1,3600.0,2,0,0,0,0,0,0
43,164000,1,2400.0,1,449000,0,0,0,1,0
35,48000,2,1670.0,2,0,0,0,0,1,0
24,38000,4,600.0,2,0,0,0,0,1,0
48,65000,2,1500.0,2,0,0,0,0,1,0
44,71000,4,1900.0,1,207000,0,0,0,1,0
54,18000,1,300.0,1,0,0,1,1,1,0
59,52000,2,1600.0,3,75000,0,0,0,1,0
45,48000,3,2500.0,2,113000,0,0,0,1,1
26,30000,1,1000.0,3,111000,0,0,0,0,0
40,40000,2,2200.0,3,107000,0,0,0,1,0
32,112000,1,3800.0,1,81000,0,0,0,1,0
29,115000,1,1900.0,1,0,0,0,0,0,0
51,63000,2,1000.0,3,82000,0,0,0,1,0
42,85000,1,3700.0,3,0,0,0,0,1,0
64,59000,1,2500.0,3,220000,0,0,0,0,0
44,68000,1,800.0,3,91000,0,0,0,0,0
37,84000,2,1800.0,1,0,0,0,0,1,1
44,62000,3,800.0,3,0,0,0,0,0,1
35,109000,3,4000.0,1,0,1,0,0,0,0
41,141000,2,7600.0,1,92000,0,0,0,0,0
56,129000,1,7400.0,1,0,0,0,0,0,0
62,30000,3,700.0,2,0,0,0,0,1,0
58,148000,1,4700.0,1,0,0,0,0,1,0
47,25000,3,670.0,2,0,0,0,0,1,1
35,21000,3,1300.0,1,115000,0,0,0,0,0
29,72000,4,2200.0,1,0,0,0,0,1,0
43,59000,3,900.0,3,87000,0,0,0,1,1
62,83000,3,1800.0,2,187000,0,1,0,0,0
41,10000,2,300.0,2,0,0,0,0,1,0
34,84000,3,600.0,2,0,0,0,0,1,0
50,98000,3,2000.0,2,0,0,0,0,0,0
47,32000,1,1000.0,1,0,0,1,1,1,1
29,31000,4,400.0,2,161000,0,0,0,1,1
59,94000,3,500.0,1,0,0,0,0,0,1
56,21000,2,200.0,3,137000,0,0,1,1,1
61,110000,3,4400.0,1,0,0,1,0,1,0
58,38000,1,2200.0,3,0,0,0,0,0,0
49,39000,1,1400.0,3,0,0,0,0,1,0
45,132000,3,1200.0,2,0,1,0,1,1,1
50,61000,4,2600.0,1,0,0,0,0,1,0
64,92000,1,2000.0,1,0,0,0,0,1,0
39,119000,2,6100.0,1,0,0,0,0,0,0
58,53000,4,2100.0,1,0,0,0,0,1,0
62,18000,3,1300.0,2,0,0,0,0,1,0
45,114000,2,4400.0,2,0,1,0,0,0,0
58,90000,1,3000.0,3,0,0,0,0,0,1
43,140000,1,7000.0,1,205000,0,0,0,1,0
28,90000,2,3300.0,1,0,0,0,0,1,1
26,85000,1,1900.0,1,0,0,0,0,1,0
49,80000,1,1200.0,1,0,0,0,0,1,0
66,53000,2,1100.0,1,0,0,0,0,1,1
33,49000,4,2200.0,2,0,0,0,0,1,0
61,152000,3,3300.0,3,0,1,0,0,1,0
64,138000,2,2800.0,2,0,1,0,0,1,0
36,80000,4,2200.0,2,0,0,0,0,1,0
49,82000,2,2400.0,2,0,0,0,0,0,0
52,195000,1,8100.0,1,0,0,0,0,0,0
61,22000,1,1200.0,3,0,0,0,0,1,0
32,81000,1,2500.0,1,0,0,0,0,1,0
61,40000,4,2200.0,1,0,0,1,1,1,1
45,154000,2,2800.0,1,0,0,1,0,1,0
30,49000,3,1100.0,2,0,0,0,0,0,1
62,85000,4,3400.0,2,0,0,0,0,1,0
57,21000,3,100.0,2,0,0,1,1,1,0
41,14000,1,1000.0,1,0,0,0,0,0,0
58,60000,4,1600.0,2,0,0,0,0,0,1
29,138000,2,4330.0,1,0,0,0,0,1,0
53,98000,1,1300.0,3,355000,0,0,0,1,0
64,22000,4,600.0,2,0,0,0,0,0,0
49,49000,1,1200.0,2,0,0,0,0,1,1
38,102000,2,1900.0,1,0,0,0,1,1,1
56,45000,4,700.0,2,0,0,0,0,0,1
56,82000,4,1300.0,3,0,0,0,0,1,0
52,81000,3,1800.0,2,0,0,1,0,0,0
64,35000,1,1500.0,2,0,0,1,0,0,0
53,59000,2,1900.0,2,0,0,0,0,1,0
29,52000,3,1100.0,2,0,0,0,0,1,0
48,84000,3,700.0,1,166000,0,0,0,1,0
32,85000,1,2700.0,2,100000,0,0,0,1,0
54,65000,1,200.0,1,0,0,0,0,0,1
37,89000,2,1700.0,2,314000,0,0,0,0,1
47,109000,4,1800.0,1,0,1,0,0,0,0
37,81000,1,2800.0,1,0,0,0,0,0,0
64,38000,1,1100.0,3,108000,0,0,0,0,0
43,72000,2,1700.0,1,0,0,0,0,1,0
33,78000,4,2000.0,2,119000,0,1,0,1,0
26,172000,2,6900.0,2,0,1,0,0,1,0
42,71000,3,2330.0,1,106000,0,1,0,1,0
54,165000,1,4100.0,3,0,1,0,1,1,1
41,120000,2,3900.0,1,0,0,0,0,1,1
55,39000,1,200.0,1,0,0,0,0,0,1
65,23000,3,700.0,2,0,0,0,0,0,1
50,135000,2,4600.0,3,91000,1,0,0,1,0
55,12000,2,200.0,1,76000,0,0,0,1,1
62,92000,2,700.0,2,0,0,0,0,1,0
53,192000,2,6400.0,3,0,1,0,0,0,0
32,42000,4,800.0,1,0,0,0,0,1,1
56,158000,3,3700.0,3,0,1,0,0,1,0
54,194000,3,6000.0,3,587000,1,1,1,1,1
44,160000,2,7600.0,1,0,0,1,0,0,0
48,98000,2,6300.0,1,0,0,0,0,0,0
46,164000,2,7600.0,1,0,0,0,1,1,1
45,42000,2,2500.0,1,0,0,1,0,1,0
45,202000,3,10000.0,3,0,1,0,0,0,0
58,10000,4,700.0,1,0,0,0,0,0,0
29,31000,4,300.0,2,0,0,0,0,1,0
55,58000,4,900.0,1,0,0,0,0,1,1
55,65000,4,2800.0,2,0,0,0,0,1,0
41,98000,1,4000.0,3,0,0,0,0,0,1
24,150000,2,2000.0,1,0,0,0,0,1,0
54,44000,2,2300.0,3,0,0,0,0,1,0
57,15000,2,200.0,3,0,0,0,0,0,1
30,82000,2,2500.0,1,0,0,0,0,0,0
42,61000,3,500.0,3,0,0,0,0,1,0
29,38000,1,2000.0,2,0,0,0,0,0,0
29,39000,4,2100.0,3,0,0,0,0,1,0
31,173000,1,6000.0,1,0,0,0,0,1,0
47,8000,4,200.0,1,0,0,0,0,1,0
36,51000,3,2000.0,1,214000,0,0,0,1,0
52,62000,4,1800.0,3,82000,0,0,0,0,0
54,34000,4,700.0,2,0,0,0,0,1,0
55,132000,3,5900.0,2,307000,1,0,0,0,0
53,44000,4,1500.0,3,0,0,0,0,0,0
52,162000,1,8100.0,1,0,0,0,0,1,0
64,64000,3,2200.0,1,0,0,0,0,1,0
54,111000,1,100.0,3,0,0,0,0,0,1
32,41000,2,2000.0,3,0,0,0,0,0,0
63,52000,4,1670.0,3,0,0,0,0,0,0
36,65000,4,2200.0,2,0,0,0,0,0,0
50,130000,1,1100.0,2,0,1,0,0,1,0
33,45000,2,100.0,1,0,0,0,0,0,1
62,35000,1,1900.0,2,118000,0,0,0,0,0
49,65000,3,700.0,2,263000,0,0,0,1,1
41,38000,2,700.0,1,91000,0,0,0,1,0
51,42000,4,1100.0,2,0,0,0,0,1,1
56,45000,4,1500.0,3,0,0,0,0,0,0
51,145000,1,300.0,1,0,0,0,0,1,0
39,33000,4,1500.0,3,0,0,0,0,0,0
61,60000,3,1400.0,3,0,0,0,0,0,0
35,45000,1,2000.0,1,0,0,0,0,1,1
39,72000,4,2400.0,1,0,0,1,0,1,0
37,34000,3,200.0,2,0,0,0,0,0,0
48,23000,3,670.0,2,0,0,0,0,1,0
63,45000,2,1000.0,3,88000,0,0,0,1,1
35,28000,4,1000.0,1,75000,0,0,0,1,0
55,81000,4,3800.0,2,0,0,0,0,1,0
29,72000,3,700.0,2,81000,0,0,0,0,0
61,49000,4,1670.0,3,0,0,0,0,1,0
36,31000,4,1200.0,2,0,0,0,0,0,0
61,63000,3,2200.0,3,0,0,0,0,0,0
36,150000,4,5400.0,1,0,1,1,1,1,0
58,142000,2,3900.0,1,193000,0,0,0,1,1
42,74000,3,3000.0,1,0,0,0,0,0,1
30,24000,1,400.0,2,81000,0,0,0,1,0
45,29000,4,1900.0,3,0,0,0,0,0,0
39,79000,4,2400.0,1,0,0,0,0,0,0
27,94000,2,200.0,1,310000,0,0,0,0,1
57,121000,1,4300.0,1,0,0,1,0,0,0
34,54000,3,2000.0,1,0,0,0,0,0,0
64,73000,3,2400.0,1,0,0,0,0,1,0
47,71000,1,800.0,3,127000,0,0,0,1,0
44,29000,3,1000.0,2,0,0,0,0,1,1
51,93000,1,2700.0,1,0,0,0,0,1,0
40,73000,1,1500.0,3,252000,0,0,0,1,0
57,19000,4,900.0,2,0,0,0,0,1,0
33,58000,2,100.0,1,0,0,1,1,1,1
46,39000,1,200.0,1,0,0,0,0,0,0
41,23000,2,1400.0,2,0,0,1,0,1,0
33,29000,1,600.0,3,127000,0,0,0,0,1
27,155000,1,800.0,1,0,0,0,0,0,0
52,90000,1,2600.0,2,0,0,1,0,1,0
59,113000,2,2000.0,1,77000,0,0,0,1,0
62,42000,1,1800.0,3,0,0,0,0,0,0
49,30000,4,200.0,1,0,0,0,1,1,1
45,19000,3,500.0,2,0,0,0,0,1,0
63,124000,3,5000.0,2,170000,1,0,0,0,0
57,30000,2,700.0,2,145000,0,0,0,0,0
60,28000,1,1500.0,3,124000,0,1,0,1,0
50,15000,2,1000.0,2,101000,0,0,0,0,0
54,70000,1,1600.0,3,265000,0,0,0,0,0
28,10000,1,100.0,2,0,0,0,0,1,0
60,22000,3,300.0,3,139000,0,0,0,1,1
44,70000,4,1900.0,1,0,0,0,0,1,0
61,61000,1,1600.0,1,0,0,0,0,0,0
40,161000,2,3300.0,1,0,0,1,0,0,1
54,29000,2,800.0,1,0,0,0,0,0,1
43,35000,3,500.0,1,0,0,0,0,1,0
54,48000,4,2800.0,2,0,0,0,0,1,0
32,44000,4,800.0,1,0,0,0,0,1,0
24,88000,3,800.0,1,134000,0,0,0,0,0
30,40000,4,2100.0,3,0,0,0,0,1,1
61,21000,4,400.0,2,123000,0,0,0,0,0
40,58000,2,2800.0,1,0,0,0,0,1,0
35,59000,4,100.0,2,0,0,0,0,0,0
33,74000,4,4000.0,3,0,0,0,0,0,0
63,84000,4,1900.0,2,0,0,0,0,1,0
57,58000,1,200.0,1,177000,0,0,0,1,0
44,154000,2,8800.0,1,0,0,0,0,1,0
51,185000,1,1700.0,1,0,0,0,0,0,0
51,78000,1,1200.0,1,305000,0,0,0,1,0
38,55000,2,1100.0,2,0,0,0,0,1,0
31,30000,4,300.0,2,0,0,0,0,1,0
54,74000,3,2000.0,2,0,0,0,0,0,0
41,118000,2,3300.0,1,0,0,0,0,1,0
57,182000,2,3300.0,3,372000,1,0,0,0,0
24,82000,2,1600.0,3,0,0,0,0,1,1
55,29000,4,1500.0,3,79000,0,0,0,1,0
32,120000,4,5400.0,1,301000,1,0,1,1,1
38,53000,2,2400.0,2,0,0,0,0,1,0
58,43000,3,1400.0,1,0,0,0,0,0,1
29,59000,4,2200.0,1,232000,0,0,0,1,1
43,84000,4,2600.0,3,289000,0,1,1,1,1
50,161000,3,3400.0,1,212000,1,0,0,1,0
62,21000,4,400.0,2,137000,0,0,0,1,1
57,63000,4,700.0,1,0,0,0,0,1,0
30,172000,3,3400.0,2,0,1,0,0,0,1
30,51000,4,200.0,1,172000,0,0,0,0,1
57,24000,4,700.0,1,0,0,0,0,1,0
57,95000,2,1600.0,1,0,0,0,0,0,0
43,59000,1,2400.0,1,250000,0,0,0,1,0
28,51000,4,1800.0,2,0,0,1,0,0,0
46,28000,1,1000.0,1,84000,0,0,0,1,1
29,154000,2,2000.0,1,130000,0,0,0,0,0
64,15000,2,300.0,3,115000,0,0,0,1,1
66,55000,4,1670.0,3,0,0,0,0,0,1
23,149000,1,6330.0,1,305000,0,0,0,0,1
60,79000,1,1800.0,3,0,0,0,0,0,1
47,68000,4,2600.0,3,0,0,0,0,0,0
35,78000,1,2600.0,2,0,0,0,0,1,0
57,34000,2,2000.0,2,0,0,1,0,0,0
65,195000,3,400.0,1,0,1,1,1,0,1
53,184000,1,8100.0,1,303000,0,0,0,1,0
44,85000,2,3200.0,1,0,0,0,0,1,0
45,200000,2,8800.0,1,0,0,0,0,1,1
41,64000,3,500.0,3,0,0,0,0,0,0
51,88000,1,2600.0,2,0,0,1,0,0,1
27,42000,3,2400.0,2,0,0,0,0,0,0
31,91000,3,1600.0,1,126000,0,0,0,1,1
32,38000,1,300.0,1,0,0,1,1,1,0
55,28000,1,1500.0,2,0,0,0,0,0,0
55,32000,4,100.0,3,0,0,1,0,0,0
42,31000,1,300.0,3,0,0,0,0,0,1
33,22000,4,400.0,2,103000,0,0,0,1,0
65,95000,3,3700.0,2,138000,1,0,0,0,1
35,74000,4,1300.0,1,0,0,0,0,1,0
55,22000,1,1500.0,2,91000,0,0,0,0,1
28,43000,3,100.0,2,0,0,0,0,1,0
27,43000,1,1000.0,3,0,0,0,0,1,0
51,112000,3,1800.0,2,0,0,1,1,1,1
50,9000,2,1000.0,2,0,0,0,0,1,0
58,81000,2,0.0,3,0,0,0,0,1,0
46,131000,1,5700.0,1,256000,0,0,0,0,1
62,19000,1,1500.0,3,0,0,1,0,0,0
38,62000,3,700.0,2,0,0,1,0,1,0
62,19000,4,400.0,2,124000,0,1,0,0,0
56,8000,2,300.0,1,0,0,0,0,1,1
61,193000,1,4700.0,3,203000,1,0,0,1,0
38,129000,4,4400.0,1,140000,1,0,0,0,0
55,30000,4,700.0,2,0,0,0,0,0,1
30,80000,4,1800.0,2,0,0,0,0,0,0
41,22000,4,1500.0,3,0,0,0,0,0,1
57,33000,1,1500.0,2,0,0,0,0,1,0
36,64000,4,2100.0,3,0,0,0,0,0,0
55,60000,3,2200.0,3,84000,0,0,0,1,0
30,81000,1,2900.0,3,259000,0,0,0,1,1
40,45000,3,600.0,2,204000,0,0,0,1,0
32,112000,4,1800.0,2,0,0,0,0,1,0
59,83000,2,3400.0,3,0,1,0,0,1,0
44,180000,2,7600.0,1,524000,0,0,0,0,1
51,28000,4,200.0,2,0,0,1,0,1,0
37,169000,2,5200.0,3,249000,1,0,0,1,0
59,14000,4,700.0,1,0,0,0,0,1,0
37,43000,1,2000.0,1,0,0,0,0,1,0
56,88000,2,300.0,1,0,0,0,0,1,0
55,78000,4,2600.0,3,0,0,0,0,0,1
49,68000,1,200.0,2,163000,0,0,0,0,0
46,144000,2,3300.0,1,0,0,0,0,1,1
35,30000,4,1000.0,1,163000,0,0,0,1,0
47,120000,1,0.0,1,135000,0,0,0,0,0
39,24000,2,300.0,2,0,0,0,0,0,0
27,78000,4,2300.0,3,157000,0,1,0,1,0
62,135000,2,5200.0,2,0,1,0,0,1,0
57,44000,2,1600.0,3,0,0,0,0,0,0
55,73000,4,3800.0,2,0,0,0,0,1,0
55,90000,1,2700.0,2,0,0,0,0,1,1
41,58000,3,500.0,3,0,0,0,0,1,0
57,75000,2,3700.0,1,236000,0,0,0,1,0
43,174000,3,1700.0,3,231000,1,0,1,1,1
40,50000,2,1700.0,1,174000,0,0,0,0,0
43,85000,1,4000.0,3,287000,0,0,0,1,0
63,54000,3,2200.0,1,0,0,0,0,1,0
63,83000,2,3400.0,1,0,1,0,0,0,0
54,24000,4,200.0,1,0,0,1,0,0,0
54,45000,4,1100.0,2,205000,0,0,0,1,0
52,68000,1,800.0,3,0,0,0,0,1,1
50,48000,4,100.0,3,0,0,0,0,0,1
38,114000,1,1000.0,3,0,0,0,0,1,1
36,142000,3,2300.0,2,0,1,0,1,1,1
58,52000,3,500.0,2,0,0,0,0,0,1
46,142000,2,3300.0,1,0,0,0,0,0,0
50,15000,1,400.0,3,0,0,0,0,0,0
46,118000,1,4700.0,1,159000,0,0,0,0,1
53,101000,4,4900.0,1,0,0,0,0,1,0
62,84000,2,2800.0,1,0,0,0,0,1,0
63,32000,1,1900.0,2,100000,0,0,0,0,0
42,64000,3,500.0,3,247000,0,0,0,0,0
34,81000,4,3400.0,1,0,0,0,0,1,0
40,28000,4,1500.0,3,0,0,0,0,0,1
34,93000,1,0.0,1,0,0,0,0,1,0
41,185000,1,3600.0,2,0,1,0,0,0,0
32,42000,1,1800.0,2,0,0,0,0,0,0
28,45000,2,1600.0,3,0,0,0,0,1,1
33,49000,2,1670.0,2,214000,0,0,0,0,0
46,69000,3,2100.0,1,0,0,0,0,0,0
52,94000,1,2800.0,2,333000,0,0,0,1,0
60,18000,1,1500.0,2,0,0,0,0,1,1
59,8000,4,700.0,1,91000,0,1,0,0,0
57,55000,4,2100.0,1,108000,0,0,0,1,0
46,85000,2,400.0,3,0,0,0,0,0,0
25,62000,4,0.0,1,229000,0,0,0,1,0
53,65000,4,2000.0,3,0,0,0,0,1,0
38,138000,2,0.0,1,0,0,1,0,1,0
63,103000,1,2500.0,1,0,0,0,0,1,0
44,99000,3,3500.0,3,357000,1,0,0,0,0
50,152000,1,7300.0,1,0,0,0,0,1,0
28,25000,2,900.0,3,140000,0,0,0,1,0
27,98000,2,2500.0,1,361000,0,1,1,1,1
52,39000,2,700.0,2,166000,0,0,0,1,0
50,40000,1,1300.0,2,0,0,0,0,1,1
39,58000,3,2100.0,1,169000,0,0,0,1,0
50,192000,2,1800.0,3,301000,1,0,1,1,1
60,62000,1,800.0,2,0,0,0,0,0,0
30,69000,1,800.0,2,0,0,1,0,1,0
31,40000,4,1300.0,3,170000,0,0,0,0,0
39,61000,2,600.0,3,127000,0,0,0,0,0
29,30000,4,300.0,2,157000,0,0,0,0,0
54,29000,1,1500.0,2,97000,0,0,0,1,0
35,41000,2,1000.0,2,0,0,0,0,1,1
27,118000,1,3300.0,2,0,1,0,0,1,0
45,109000,1,7000.0,1,366000,0,0,0,1,0
58,122000,4,200.0,2,0,1,0,1,1,0
62,50000,3,1500.0,1,169000,0,0,0,1,0
28,43000,3,100.0,2,0,0,0,0,1,0
32,108000,1,4600.0,1,0,0,1,0,0,0
29,110000,4,2500.0,3,0,1,0,0,0,0
41,20000,1,1400.0,3,0,0,0,0,1,0
61,112000,4,1700.0,3,0,0,0,0,0,1
56,25000,1,100.0,2,136000,0,0,0,1,0
37,42000,3,700.0,2,0,0,0,0,1,1
60,29000,2,300.0,1,0,0,0,0,1,0
49,84000,3,2100.0,1,134000,0,1,0,1,0
43,81000,4,2600.0,3,0,0,1,0,1,0
53,55000,4,900.0,1,119000,0,0,0,1,1
35,40000,1,2400.0,2,0,0,1,0,1,0
56,145000,4,5700.0,2,0,1,0,1,1,1
41,175000,2,1100.0,3,0,1,0,0,1,0
36,78000,4,1800.0,3,163000,0,0,0,0,0
56,51000,4,1500.0,1,0,0,0,0,0,0
64,50000,4,1670.0,3,0,0,0,0,1,0
51,21000,3,400.0,1,0,0,0,0,1,0
49,79000,1,200.0,2,83000,0,0,0,1,1
43,84000,1,4000.0,3,0,0,0,0,0,0
51,34000,4,400.0,2,0,0,0,0,0,0
55,73000,4,1600.0,2,0,0,0,0,0,0
62,90000,3,500.0,1,0,0,0,0,1,0
35,23000,4,200.0,3,0,0,0,0,1,0
53,145000,2,6100.0,3,294000,1,0,1,1,1
33,54000,4,200.0,1,141000,0,1,0,0,0
43,49000,3,2200.0,2,103000,0,0,0,1,1
58,51000,1,2800.0,2,0,0,0,0,1,0
63,8000,4,600.0,2,0,0,0,0,1,0
31,62000,1,1000.0,1,0,0,1,0,1,0
36,25000,1,670.0,3,0,0,0,0,1,0
30,63000,2,1750.0,3,0,0,0,0,1,0
59,24000,2,200.0,3,86000,0,0,0,1,0
28,11000,1,100.0,2,0,0,0,0,1,1
59,23000,1,100.0,1,0,0,0,0,0,1
47,33000,1,1400.0,3,0,0,0,0,1,0
47,83000,1,3800.0,1,97000,1,0,0,0,0
56,39000,3,1400.0,1,131000,0,0,0,0,1
41,138000,3,6900.0,2,0,1,0,0,1,0
25,113000,3,2500.0,1,0,0,0,0,0,1
30,125000,4,500.0,3,0,1,0,1,1,0
50,195000,1,1700.0,1,0,0,0,0,0,0
34,105000,3,1200.0,3,0,0,1,0,0,0
44,75000,2,3500.0,1,0,1,0,0,1,0
